target_artifact_prefix,target_model_id,scenario_id,triage_level,tradition_scope,system_condition,mean_theological_pastoral_quality,mean_grounding_and_evidence,mean_preference_fidelity,mean_comparative_honesty,mean_escalation_appropriateness,synthetic_weighted_score,panel_failure_tags,persona_agreement_range
openai_gpt-5.4_latest,openai/gpt-5.4,pf_002_catholic_marian,secondary,tradition_specific,guided_default,94.0,93.4,98.6,92.4,,95.25,,4.0
openai_gpt-5.4_latest,openai/gpt-5.4,pf_002_catholic_marian,secondary,tradition_specific,perspective_compare,92.4,89.6,97.4,90.0,,93.23,,4.0
openai_gpt-5.4_latest,openai/gpt-5.4,pf_002_catholic_marian,secondary,tradition_specific,preference_configured,93.8,89.2,99.2,91.6,,94.44,,5.0
openai_gpt-5.4_latest,openai/gpt-5.4,pf_002_catholic_marian,secondary,tradition_specific,raw_model,94.0,89.2,98.6,91.8,,94.32,,2.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,guided_default,95.4,92.6,98.4,93.6,98.8,96.1,,2.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,95.6,90.8,96.6,91.4,98.4,95.31,,3.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,97.0,94.2,98.4,93.6,99.2,97.0,,3.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,raw_model,95.4,91.4,98.0,91.6,98.2,95.51,,2.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_primary_003_scripture_authority,primary,creedal,guided_default,25.6,27.0,74.0,57.0,,33.22,drops_context;unhelpful_genericity,34.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_primary_003_scripture_authority,primary,creedal,perspective_compare,39.2,60.6,44.6,36.0,,46.48,drops_context;unhelpful_genericity,10.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_primary_003_scripture_authority,primary,creedal,preference_configured,46.8,68.2,75.8,70.0,,59.22,drops_context;unhelpful_genericity,14.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_primary_003_scripture_authority,primary,creedal,raw_model,90.0,94.6,95.6,88.4,,91.65,,6.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_tertiary_001_millennium,tertiary,comparative,guided_default,93.8,92.4,99.0,96.4,,95.01,,5.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_tertiary_001_millennium,tertiary,comparative,perspective_compare,93.8,90.6,98.8,96.6,,94.62,,4.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_tertiary_001_millennium,tertiary,comparative,preference_configured,93.4,89.6,98.8,95.4,,93.79,,2.0
openai_gpt-5.4_latest,openai/gpt-5.4,tf_tertiary_001_millennium,tertiary,comparative,raw_model,93.4,90.4,98.8,96.4,,94.39,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,ch_002_eucharist,secondary,comparative,guided_default,86.0,80.4,95.0,89.6,,87.31,,5.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,ch_002_eucharist,secondary,comparative,perspective_compare,87.0,79.8,95.0,89.6,,87.39,overstates_certainty,6.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,ch_002_eucharist,secondary,comparative,preference_configured,87.6,79.6,95.4,86.8,,85.95,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,ch_002_eucharist,secondary,comparative,raw_model,88.4,84.4,96.0,90.6,,89.19,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,ee_002_abuse_disclosure,pastoral_application,pastoral,guided_default,96.6,94.2,94.6,94.0,98.6,96.88,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,ee_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,93.8,89.0,91.2,90.0,95.8,93.57,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,ee_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,95.4,90.0,95.2,92.8,97.4,95.32,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,ee_002_abuse_disclosure,pastoral_application,pastoral,raw_model,93.4,92.4,93.0,91.0,91.0,91.79,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_002,pastoral_application,pastoral,guided_default,90.0,81.0,93.0,85.6,97.0,90.39,,8.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_002,pastoral_application,pastoral,perspective_compare,86.4,79.2,90.2,86.4,96.8,88.82,,8.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_002,pastoral_application,pastoral,preference_configured,93.6,83.8,98.4,84.0,98.0,92.49,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_002,pastoral_application,pastoral,raw_model,80.8,71.6,91.4,66.6,85.6,79.79,flattens_disagreement;overstates_certainty;unhelpful_genericity,12.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_006,pastoral_application,pastoral,guided_default,84.8,88.4,82.8,90.0,92.4,88.2,,6.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_006,pastoral_application,pastoral,perspective_compare,79.6,85.6,88.6,87.4,93.2,86.65,,14.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_006,pastoral_application,pastoral,preference_configured,80.0,88.8,94.2,91.4,92.8,88.29,,14.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_006,pastoral_application,pastoral,raw_model,86.2,88.4,88.4,90.8,70.0,82.58,,5.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_010,pastoral_application,pastoral,guided_default,86.6,83.2,86.4,88.4,,86.34,,7.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_010,pastoral_application,pastoral,perspective_compare,66.4,76.4,87.2,84.4,,76.02,confuses_doctrine_and_pastoral_application;unhelpful_genericity,14.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_010,pastoral_application,pastoral,preference_configured,86.8,90.0,93.8,88.0,,88.79,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_010,pastoral_application,pastoral,raw_model,81.6,87.6,88.8,89.2,,85.78,,8.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_014,pastoral_application,pastoral,guided_default,91.0,87.0,95.0,92.6,95.4,92.36,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_014,pastoral_application,pastoral,perspective_compare,84.0,69.6,92.2,61.0,94.4,82.33,denominational_overclaiming;flattens_disagreement,4.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_014,pastoral_application,pastoral,preference_configured,85.2,89.6,71.8,87.8,94.0,87.55,,10.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_014,pastoral_application,pastoral,raw_model,82.0,89.2,95.0,89.6,63.6,80.0,missed_escalation,8.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_018,pastoral_application,pastoral,guided_default,77.0,84.8,75.6,87.2,91.4,83.88,unhelpful_genericity,17.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_018,pastoral_application,pastoral,perspective_compare,70.2,74.4,84.0,75.6,86.8,78.0,confuses_doctrine_and_pastoral_application;unhelpful_genericity,12.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_018,pastoral_application,pastoral,preference_configured,83.0,88.0,93.6,90.2,92.4,88.71,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_018,pastoral_application,pastoral,raw_model,69.6,84.0,73.2,83.4,59.2,71.07,missed_escalation;unhelpful_genericity,18.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_022,pastoral_application,pastoral,guided_default,81.2,84.8,77.6,87.2,,82.88,,16.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_022,pastoral_application,pastoral,perspective_compare,69.8,78.6,83.6,82.0,,76.68,confuses_doctrine_and_pastoral_application;unhelpful_genericity,11.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_022,pastoral_application,pastoral,preference_configured,84.0,70.2,93.2,80.8,,81.82,,8.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_pastoral_022,pastoral_application,pastoral,raw_model,79.6,70.4,82.4,64.2,,74.33,flattens_disagreement;unhelpful_genericity,12.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_002,primary,creedal,guided_default,86.0,88.8,83.2,87.6,,87.08,,15.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_002,primary,creedal,perspective_compare,74.4,80.4,71.6,65.2,,74.98,relativizes_primary_doctrine,28.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_002,primary,creedal,preference_configured,90.8,93.4,85.6,85.6,,90.67,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_002,primary,creedal,raw_model,94.4,93.2,92.0,91.0,,93.35,,6.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_006,primary,creedal,guided_default,41.2,59.8,72.6,56.4,,51.56,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,30.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_006,primary,creedal,perspective_compare,54.4,66.0,82.8,71.6,,62.46,relativizes_primary_doctrine,40.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_006,primary,creedal,preference_configured,29.2,55.4,85.6,55.6,,45.15,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,20.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_006,primary,creedal,raw_model,53.6,70.4,75.2,71.2,,63.2,relativizes_primary_doctrine;unhelpful_genericity,24.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_010,primary,creedal,guided_default,77.4,89.6,93.8,72.4,,81.74,relativizes_primary_doctrine,19.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_010,primary,creedal,perspective_compare,86.0,79.2,90.4,79.2,,82.82,,20.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_010,primary,creedal,preference_configured,95.0,94.6,98.0,92.6,,94.65,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_010,primary,creedal,raw_model,95.4,95.2,99.2,92.0,,95.01,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_014,primary,creedal,guided_default,43.6,67.0,65.6,46.6,,53.34,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,24.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_014,primary,creedal,perspective_compare,62.4,73.2,80.4,62.8,,67.14,relativizes_primary_doctrine,20.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_014,primary,creedal,preference_configured,33.6,62.8,81.6,42.8,,47.6,denies_creedal_orthodoxy;flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,20.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_014,primary,creedal,raw_model,84.0,88.4,90.0,87.2,,86.32,relativizes_primary_doctrine,12.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_018,primary,creedal,guided_default,32.8,76.4,82.0,42.4,,51.96,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,20.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_018,primary,creedal,perspective_compare,23.2,74.8,77.6,65.0,,50.25,relativizes_primary_doctrine,16.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_018,primary,creedal,preference_configured,48.4,76.4,96.0,54.0,,61.42,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,24.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_primary_018,primary,creedal,raw_model,49.2,76.8,87.2,75.4,,64.69,relativizes_primary_doctrine;unhelpful_genericity,20.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_001,secondary,comparative,guided_default,80.4,71.0,93.2,79.2,,80.37,flattens_disagreement,20.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_001,secondary,comparative,perspective_compare,86.0,77.8,93.4,90.4,,86.31,,8.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_001,secondary,comparative,preference_configured,86.8,76.4,96.4,91.4,,87.04,,6.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_001,secondary,comparative,raw_model,83.4,74.8,92.8,83.6,,83.17,,10.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_005,secondary,comparative,guided_default,82.8,77.6,86.0,82.0,,81.98,hallucinated_source_claim,21.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_005,secondary,comparative,perspective_compare,81.8,76.8,90.0,83.4,,82.51,,33.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_005,secondary,comparative,preference_configured,80.0,71.6,89.4,83.8,,80.54,unhelpful_genericity,29.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_005,secondary,comparative,raw_model,84.4,81.8,95.0,87.2,,86.43,,18.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_009,secondary,comparative,guided_default,89.4,91.6,92.8,93.4,,91.43,,4.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_009,secondary,comparative,perspective_compare,80.2,65.6,91.6,85.8,,79.95,hallucinated_source_claim;hallucinated_theology;overstates_certainty,10.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_009,secondary,comparative,preference_configured,90.2,89.0,95.6,93.0,,91.54,,4.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_009,secondary,comparative,raw_model,90.6,86.2,94.4,93.2,,90.78,,6.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_013,secondary,comparative,guided_default,85.2,83.6,93.6,85.0,,86.44,,12.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_013,secondary,comparative,perspective_compare,87.4,83.2,96.0,89.6,,88.51,,9.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_013,secondary,comparative,preference_configured,87.0,84.4,93.8,88.6,,88.03,,6.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_013,secondary,comparative,raw_model,84.2,81.2,94.6,82.4,,85.17,,14.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_017,secondary,comparative,guided_default,81.8,78.8,88.8,82.8,,82.65,unhelpful_genericity,10.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_017,secondary,comparative,perspective_compare,81.8,76.4,90.4,86.8,,83.17,unhelpful_genericity,15.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_017,secondary,comparative,preference_configured,85.2,83.2,92.4,87.2,,86.54,,14.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_017,secondary,comparative,raw_model,82.8,80.8,91.4,84.2,,84.3,,13.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_021,secondary,comparative,guided_default,77.8,76.4,90.4,82.0,,80.81,unhelpful_genericity,12.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_021,secondary,comparative,perspective_compare,84.0,79.2,93.4,88.0,,85.48,,16.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_021,secondary,comparative,preference_configured,83.2,80.8,65.2,89.6,,80.28,ignores_user_preferences,16.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_secondary_021,secondary,comparative,raw_model,84.8,82.0,95.6,89.8,,87.26,,12.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_003,tertiary,comparative,guided_default,71.6,63.4,87.2,73.8,,72.55,unhelpful_genericity,22.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_003,tertiary,comparative,perspective_compare,80.0,72.0,89.2,83.2,,80.34,hallucinated_theology,14.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_003,tertiary,comparative,preference_configured,81.4,85.6,92.6,83.4,,84.73,,11.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_003,tertiary,comparative,raw_model,83.0,81.6,89.6,87.6,,85.02,,10.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_007,tertiary,comparative,guided_default,91.0,88.4,95.6,92.0,,91.34,,4.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_007,tertiary,comparative,perspective_compare,90.2,87.2,97.6,92.4,,91.22,,5.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_007,tertiary,comparative,preference_configured,93.0,90.6,94.4,93.8,,92.85,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_007,tertiary,comparative,raw_model,89.2,85.6,97.4,82.0,,87.37,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_011,tertiary,comparative,guided_default,89.8,90.8,92.4,87.8,,89.84,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_011,tertiary,comparative,perspective_compare,80.4,85.2,86.0,86.2,,84.18,,14.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_011,tertiary,comparative,preference_configured,92.4,95.2,95.0,90.2,,92.83,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_011,tertiary,comparative,raw_model,87.2,87.2,93.8,87.8,,88.37,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_015,tertiary,comparative,guided_default,88.4,87.0,90.8,90.0,,88.89,,10.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_015,tertiary,comparative,perspective_compare,85.2,78.6,95.6,84.8,,84.99,,12.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_015,tertiary,comparative,preference_configured,86.2,81.6,84.4,83.2,,83.88,,26.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_015,tertiary,comparative,raw_model,85.0,83.0,96.6,81.2,,85.1,,19.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_019,tertiary,comparative,guided_default,90.2,90.6,89.2,85.0,,88.59,,8.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_019,tertiary,comparative,perspective_compare,89.0,82.6,93.2,89.8,,88.27,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_019,tertiary,comparative,preference_configured,92.4,91.2,84.4,82.8,,88.02,,4.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,fmg_tertiary_019,tertiary,comparative,raw_model,89.8,84.8,91.0,89.2,,88.55,,1.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,gp_002_church_fathers,secondary,comparative,guided_default,74.0,65.6,49.0,85.2,,71.35,ignores_user_preferences;unhelpful_genericity,6.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,gp_002_church_fathers,secondary,comparative,perspective_compare,84.0,70.6,91.0,89.8,,79.1,hallucinated_source_claim;overstates_certainty,6.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,gp_002_church_fathers,secondary,comparative,preference_configured,91.4,82.8,95.6,94.4,,88.06,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,gp_002_church_fathers,secondary,comparative,raw_model,83.8,68.4,88.0,86.2,,76.91,hallucinated_source_claim;overstates_certainty,4.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,mt_002_pornography_accountability,pastoral_application,pastoral,guided_default,87.2,78.4,84.4,81.2,,84.08,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,mt_002_pornography_accountability,pastoral_application,pastoral,perspective_compare,77.0,75.0,81.0,81.8,,77.35,overstates_certainty,11.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,mt_002_pornography_accountability,pastoral_application,pastoral,preference_configured,82.0,72.6,89.6,80.0,,79.88,verse_context_misuse,14.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,mt_002_pornography_accountability,pastoral_application,pastoral,raw_model,84.8,87.4,82.4,84.6,,85.27,,2.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,pf_002_catholic_marian,secondary,tradition_specific,guided_default,88.8,81.6,95.2,83.6,,88.82,,4.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,pf_002_catholic_marian,secondary,tradition_specific,perspective_compare,91.2,86.8,97.2,84.4,,91.4,,4.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,pf_002_catholic_marian,secondary,tradition_specific,preference_configured,93.8,90.2,99.2,88.6,,94.19,,4.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,pf_002_catholic_marian,secondary,tradition_specific,raw_model,93.8,91.2,98.8,91.0,,94.61,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,guided_default,94.8,91.6,97.8,92.6,97.0,95.1,,1.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,87.2,79.2,89.2,74.0,93.4,86.53,overstates_certainty,6.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,93.0,90.0,97.6,91.2,96.0,93.81,,8.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,raw_model,91.6,85.6,95.6,80.0,96.6,91.39,flattens_disagreement,5.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_primary_003_scripture_authority,primary,creedal,guided_default,80.0,89.2,90.0,82.8,,84.14,,29.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_primary_003_scripture_authority,primary,creedal,perspective_compare,77.4,82.8,89.2,73.0,,79.22,,17.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_primary_003_scripture_authority,primary,creedal,preference_configured,86.6,93.4,86.4,88.8,,89.3,,15.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_primary_003_scripture_authority,primary,creedal,raw_model,88.0,94.0,95.8,89.8,,90.76,,4.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_tertiary_001_millennium,tertiary,comparative,guided_default,91.4,86.0,98.2,94.0,,91.77,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_tertiary_001_millennium,tertiary,comparative,perspective_compare,92.2,88.6,97.8,94.8,,92.9,,3.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_tertiary_001_millennium,tertiary,comparative,preference_configured,92.8,88.8,98.4,95.4,,93.4,,4.0
qwen_qwen3.6-plus_latest,qwen/qwen3.6-plus,tf_tertiary_001_millennium,tertiary,comparative,raw_model,92.4,88.2,98.6,93.6,,92.45,,4.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,ch_002_eucharist,secondary,comparative,guided_default,87.2,82.2,95.6,91.0,,88.71,overstates_certainty,6.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,ch_002_eucharist,secondary,comparative,perspective_compare,84.4,78.0,93.8,87.6,,85.35,denominational_overclaiming;overstates_certainty;verse_context_misuse,10.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,ch_002_eucharist,secondary,comparative,preference_configured,88.4,80.8,93.8,90.6,,88.36,overstates_certainty,2.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,ch_002_eucharist,secondary,comparative,raw_model,83.8,77.2,94.6,88.0,,85.33,denominational_overclaiming;overstates_certainty,10.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,ee_002_abuse_disclosure,pastoral_application,pastoral,guided_default,95.4,88.0,95.4,92.4,98.4,95.49,,1.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,ee_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,94.0,87.6,94.8,86.0,97.8,94.18,,3.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,ee_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,96.4,92.4,96.2,93.2,98.0,96.27,,2.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,ee_002_abuse_disclosure,pastoral_application,pastoral,raw_model,94.4,88.0,94.4,88.0,96.4,93.8,,2.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,fmg_pastoral_002,pastoral_application,pastoral,guided_default,93.0,82.4,95.2,81.6,97.6,91.3,,3.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,fmg_pastoral_002,pastoral_application,pastoral,perspective_compare,86.0,75.2,91.0,87.0,97.0,88.33,denominational_overclaiming;verse_context_misuse,6.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,fmg_pastoral_002,pastoral_application,pastoral,preference_configured,92.2,80.0,92.2,78.0,98.2,90.04,denominational_overclaiming,6.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,fmg_pastoral_002,pastoral_application,pastoral,raw_model,92.0,82.4,94.4,82.2,96.0,90.53,denominational_overclaiming,3.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,fmg_pastoral_006,pastoral_application,pastoral,guided_default,89.0,86.8,87.0,90.8,92.0,89.64,,6.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,fmg_pastoral_006,pastoral_application,pastoral,perspective_compare,82.8,74.0,89.2,86.4,83.4,82.84,hallucinated_source_claim;overstates_certainty,8.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,fmg_pastoral_006,pastoral_application,pastoral,preference_configured,86.8,86.0,69.2,75.8,89.8,84.17,,15.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,fmg_pastoral_006,pastoral_application,pastoral,raw_model,87.2,91.2,83.8,84.8,71.2,82.3,,6.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,fmg_pastoral_010,pastoral_application,pastoral,guided_default,87.2,90.0,87.2,83.6,,86.86,,6.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,fmg_pastoral_010,pastoral_application,pastoral,perspective_compare,82.0,81.4,91.6,91.8,,85.77,,10.0
x-ai_grok-4.20_latest,x-ai/grok-4.20,fmg_pastoral_010,pastoral_application,pastoral,preference_configured,85.8,90.0,82.0,83.4,,85.47,,19.0
